"fid";"name";"härad";"kommun";"län";"alternative_names";"comments";"type_swedish";"border_changes";"floraprovins";"type_english";"origin";"VUnique";"North";"NorthWGS84";"north_maxWGS84";"north_minWGS84";"east_minWGS84";"east_maxWGS84";"East";"eastWGS84";"eastRT90";"northRT90";"east_minCircle";"north_minCircle";"distCentroid";"distMinCircle";"EastMiniCircle";"NorthMinCircle"
"2312";"Svinhult";"Ydre";"Ydre";"Östergötlands län";"";"";"socken";"1952 -  Svinhults landskommun uppgick i Ydre landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Svinhult--Östergötland";"6402137";"57.7607074234396";"57.8289369826117";"57.6996059797642";"15.2320587898011";"15.5542428628911";"523346";"15.3924143695774";"1475424";"6404074";"522788";"6401852";"10945";"10320";"15.3931508263461";"57.7433195592454"
"2313";"Svanshals";"Lysing";"Ödeshög";"Östergötlands län";"Svanhals";"";"socken";"1952 - Svanshals landskommun uppgick i Alvastra landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Svanshals--Östergötland";"6464120";"58.3178899450361";"58.3549602887586";"58.2705959586373";"14.6964739894072";"14.8722655024701";"488309";"14.8004255699479";"1441115";"6466498";"487883";"6463121";"6221";"5670";"14.7844673770492";"58.3155257686266"
"2314";"Sund";"Ydre";"Ydre";"Östergötlands län";"";"";"socken";"1952 - Sunds landskommun uppgick i Ydre landskommun (Wikipedia)";"Östergötland";"parish";"medeltida";"Sund--Östergötland";"6410112";"57.8326758816822";"57.8915848414506";"57.7672522349342";"15.1181432837313";"15.3971458165468";"515746";"15.2651300479509";"1467916";"6412143";"515299";"6408854";"8730";"8366";"15.2575411057573";"57.8217980591453"
"2315";"Forsheda";"Västbo";"Värnamo";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Forsheda--Småland";"6335506";"57.1574062654676";"57.2262567075774";"57.0970101821312";"13.757637377214";"13.9002236131581";"429616";"13.8364148732199";"1380867";"6338531";"431536";"6335947";"7681";"7336";"13.8348190908102";"57.1494483008455"
"2316";"Forserum";"Tveta";"Nässjö";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Forserum--Småland";"6392548";"57.6740845025353";"57.730945575694";"57.627194657577";"14.3829026865955";"14.5647577192468";"468460";"14.471205031406";"1420403";"6395135";"468619";"6392746";"6393";"6220";"14.4738302029211";"57.6518134707222"
"2317";"Ununge";"Närdinghundra";"Norrtälje";"Stockholms län";"";"Kobol ligger i Uppsala kommun, Uppsala län.";"socken";"1889 - Skattbol 1 flyttades i alla avsenden från Edebo till Ununge genom kungligt brev 12/7 1889 (Lagerstedt, 1973)
1952 - Ununge landskommun uppgick i Häverö landskommun (Wikipedia)";"Uppland";"parish";"medeltida";"Ununge--Uppland";"6650815";"59.9468879874698";"60.0011727440326";"59.8718754810535";"18.3824548082522";"18.6908112784216";"698262";"18.549903330689";"1653378";"6650703";"697459";"6651482";"10364";"9337";"18.5366330433369";"59.9808689433334"
"2318";"Flisby";"Södra Vedbo";"Nässjö";"Jönköpings län";"";"
";"socken";"1883 - Luttersjö 1 flyttades i alla avseenden från Norra Solberga socken till Flisby genom kungligt brev 23/11 1883 (Lagerstedt, 1973) ";"Småland";"parish";"medeltida";"Flisby--Småland";"6402959";"57.7685584832359";"57.8121353941291";"57.7187665398211";"14.6506877104741";"14.9692526042209";"489709";"14.8270276806965";"1441785";"6405297";"488705";"6401822";"10544";"9492";"14.8099701573475";"57.7555741214059"
"2319";"Femsjö";"Västbo";"Hylte";"Hallands län";"";"
";"socken";"1883 - Bäck 1 flyttades i alla avseenden från Unnaryds socken till Femsjö socken genom kungligt brev 9/11 1883 (Lagerstedt, 1973).
1887 - Sännö 3/8 flyttades från Lidhults socken till Femsjö socken i kyrkligt avseende genom kungligt brev 26/5 1887 (Lagerstedt, 1973)";"Småland";"parish";"medeltida";"Femsjö--Småland";"6307013";"56.8957569036622";"56.9573774501346";"56.8369008109133";"13.2495476591163";"13.4365455258047";"398695";"13.3369280330973";"1349594";"6310389";"398395";"6307176";"7273";"7235";"13.3430465924605";"56.8874392943968"
"2320";"Täby";"Danderyds skeppslag";"Täby";"Stockholms län";"";"Här räknas Täby köping som en del av socknen.";"socken";"1881 - Risbyle och ett hemman i Fällbro redovisade tionden i Fresta. Dessa hemman jämte Torslunda, som också kyrkligt avsende hört till Fresta flyttades i detta avsendet till Täby genom kungligt brev 1/4 1881 (Lagerstedt, 1973)
1881 - Skålhamra 1 hörde till Fresta, och ingick i Skålhamra säteri, som huvudsakligen låg i Täby. Hemmanet samhörighet med Fresta upphörde helt först genom kungligt brev 1/4 1881, då det i kyrkligt avsended flyttades från Fresta socken till Täby socken (Lagerstedt, 1973)
1881 - Lahäll nr 1 flyttades i alla avsenden från Täby till Fresta genom kungligt brev 1/4 1881 (Lagerstedt, 1973)
1948 - Täby köping bildades 1948 genom en ombildning av Täby landskommun. Lahäll las också till. (Wikipedia).";"Uppland";"parish";"medeltida
Djursholms gods bröt sig 1623 ut ur Täby socken och bildade egen socken tillsammans med Lidingö (Wikipedia).";"Täby--Uppland";"6595848";"59.4650400439277";"59.5111375627063";"59.4121825404039";"17.9816320310232";"18.1508406979428";"673898";"18.0689870651043";"1628342";"6596024";"673504";"6595315";"6599";"6358";"18.0638795365763";"59.4674941470176"
"2321";"Tyresö";"Sotholm";"Tyresö";"Stockholms län";"";"Tyresö socken blev egen församling 1636 och egen jordebokssocken 1707 genom en utbrytning ur Österhaninge socken (Wikipedia).
En mindre del av Brännkyrka flyttades till Tyresö, då denna socken bildades som kameral enhet i början på 1700-talt: Granö 1/2, Gåsö 1/2, Ägnö 1/2, Älgö 1 (Lagerstedt, 1973)
Älgö och Gåsö ligger i Nacka kommun.
";"socken";"1950 - Aljö 1/2 och Gåsön 1/2 om tillsmammans 3,2 km^2 flyttades i alla avsenden från Tyresö till Saltsjöbadens köping genom kungligt brev 25/2 1949 (Lagerstedt, 1973)";"Södermanland";"parish";"Tyresö socken blev egen församling 1636 och egen jordebokssocken 1707 genom en utbrytning ur Österhaninge socken (Wikipedia). Omkring 1650 utbröts Dalarö socken (Wikipedia)";"Tyresö--Södermanland";"6569263";"59.2197026889656";"59.2814215688732";"59.1584286623172";"18.1741456616451";"18.4683327605952";"690043";"18.3299343322175";"1644167";"6569239";"689543";"6569288";"8901";"8401";"18.3212392111202";"59.2197158875285"
"2323";"Edshult";"Södra Vedbo";"Eksjö";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Edshult--Småland";"6380464";"57.5664093248192";"57.6407781118624";"57.508118171214";"15.1288370640191";"15.3458334940391";"514826";"15.2478231060275";"1466644";"6382495";"515409";"6381049";"8326";"7703";"15.2373352790291";"57.5468732642293"
"2324";"Tveta";"Öknebo";"Södertälje";"Stockholms län";"";"";"socken";"1912 - Bränningström 1/4 överfördes till Södertälje stad Enligt kungligt brev 6 december 1912 (Wikipedia)
1952 - Tveta landskommun uppgick i Östertälje landskommun (Wikipedia) 
1963 - Östertälje landskommun uppgick i Södertälje stad (Wikipedia)";"Södermanland";"parish";"medeltida";"Tveta--Södermanland";"6559856";"59.1522722059348";"59.1806233274942";"59.1274133316592";"17.4822616613742";"17.6854797918038";"647411";"17.5775857404519";"1601414";"6560346";"647941";"6558885";"6767";"5955";"17.583870726589";"59.1367586828752"
"2325";"Östraby";"Fär";"Hörby";"Skåne län";"";"";"socken";"1952 - Östraby landskommun uppgick i Bjärsjölagårds landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östraby--Skåne";"6179675";"55.7557956663124";"55.7911743484473";"55.7221120249767";"13.5638227286981";"13.8034279278782";"417960";"13.6928045841486";"1367376";"6182764";"417393";"6179942";"8282";"7785";"13.6836253282881";"55.7582088716452"
"2326";"Turinge";"Öknebo";"Nykvarn";"Stockholms län";"Thuringe";"";"socken";"";"Södermanland";"parish";"medeltida";"Turinge--Södermanland";"6563143";"59.1847849035348";"59.2540150920061";"59.1194308335823";"17.2971416969979";"17.5465035096157";"638486";"17.4237957022836";"1592527";"6563742";"638028";"6563555";"8922";"8330";"17.4218226033068";"59.1833929104615"
"2327";"Dannäs";"Västbo";"Värnamo";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Dannäs--Småland";"6322930";"57.044621208692";"57.0970101821312";"56.9978895274676";"13.8024881136093";"13.9247576192004";"430807";"13.8595801258842";"1381909";"6325934";"431275";"6323239";"6150";"5713";"13.863322868205";"57.041687061778"
"2328";"Bälaryd";"Norra Vedbo";"Aneby";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Bälaryd--Småland";"6408044";"57.8140147968143";"57.8536083360485";"57.7590989163141";"14.5985884777235";"14.8133635028019";"482192";"14.7002933608795";"1434326";"6410474";"482566";"6408056";"7304";"6971";"14.7059759902627";"57.8197891482698"
"2329";"Torö";"Sotholm";"Nynäshamn";"Stockholms län";"Thorö";"";"socken";"1889 - Torö blev en egen jordebokssocken. I samband med detta överfördes byarna Herrhamra, Norrskog, Oxnö, Storbyn, Svärdsö, Trävik, Västankärr, Västerbyn och Öja från Sorunda socken till den nybildade socknen (Wikipedia).
1952 - Torö landskommun uppgick i Ösmo landskommun (Wikipedia)";"Södermanland";"parish";"Torö församling utbröts på 1600-talet ur Sorunda socken (Wikipedia)";"Torö--Södermanland";"6518555";"58.7756420823856";"58.9031011591722";"58.6714382496335";"17.7178365853041";"17.9984621986855";"664419";"17.8438399087526";"1617927";"6518833";"663134";"6519803";"14207";"12999";"17.862800106545";"58.7810921931594"
"2330";"Östra Vemmenhög";"Vemmenhög";"Skurup";"Skåne län";"Wemmenhög";"";"socken";"1952 -  Östra Vemmenhögs landskommun uppgick i Vemmenhögs landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Vemmenhög--Skåne";"6140647";"55.4031097812156";"55.438534052143";"55.3774881845413";"13.4634919986538";"13.5770152763491";"406262";"13.5196916438777";"1355220";"6143854";"406337";"6140560";"4170";"4061";"13.520260343094";"55.3859323097311"
"2331";"Östra Torp";"Vemmenhög";"Trelleborg";"Skåne län";"";"";"socken";"1952 - Östra Torps landskommun uppgick i Klagstorps landskommun (Wikipedia)
1967 - Klagstorps landskommun uppgick i Trelleborgs stad (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Torp--Skåne";"6134571";"55.3464355773703";"55.3735329484622";"55.3355099348169";"13.2844374216242";"13.3925510878618";"395889";"13.3582094892989";"1344770";"6137894";"394638";"6134569";"4681";"3430";"13.338494254743";"55.3461419110766"
"2332";"Bäckseda";"Östra";"Vetlanda";"Jönköpings län";"Bexeda, Bexheda";"";"socken";"1946 - en midre del av Bäckseda inkorporerades i Vetlanda stad genom kungligt brev 29/3 1946: Stora Brogård nr 1, Lilla Brogård nr 2, Bäcseda Sliparegård nr 1, Stensåkra nr 1 m.m. (Lagerstedt, 1973)";"Småland";"parish";"medeltida";"Bäckseda--Småland";"6358989";"57.3736975677324";"57.4241701938619";"57.3302719790572";"15.0377796006004";"15.175235044719";"506264";"15.1041371863345";"1457823";"6361115";"506783";"6358984";"6092";"5749";"15.1052468434293";"57.3695442045854"
"2333";"Östra Strö";"Frosta";"Eslöv";"Skåne län";"Strö, Ströö";"Före 1886 (ändring enligt beslut den 17 april 1885) var namnet Strö socken (Wikipedia)";"socken";"1952 - Strö landskommun. Landskommunen uppgick i Skarhults landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Strö--Skåne";"6188100";"55.8282932173272";"55.8652006805491";"55.8044333113324";"13.3893036177755";"13.4482382590335";"400931";"13.418469303431";"1350437";"6191392";"400501";"6188711";"4125";"3509";"13.4167456442449";"55.8292867715581"
"2334";"Östra Sallerup";"Frosta";"Hörby";"Skåne län";"Sallerup";"Före 1886 (ändring enligt beslut den 17 april 1885) var namnet Sallerups socken (Wikipedia).";"socken";"";"Skåne";"parish";"medeltida";"Östra Sallerup--Skåne";"6185251";"55.8066859733731";"55.8392307177345";"55.7758149256726";"13.6543042463915";"13.8581314775664";"422850";"13.7691043587739";"1372334";"6188286";"422094";"6186377";"7240";"6445";"13.7561932705989";"55.8173859887548"
"2335";"Östra Kärrstorp";"Fär";"Sjöbo";"Skåne län";"Kärrstorp, Kjerrstorp";"Före 1886 (ändring enligt beslut den 17 april 1885) var namnet Kärrstorps socken (Wikipedia).";"socken";"1952 - Kärrstorps landskommun uppgick i Bjärsjölagårds landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Kärrstorp--Skåne";"6176002";"55.7230697217887";"55.7437776549437";"55.6935238074718";"13.6695255647045";"13.7744986387622";"419535";"13.7189303480858";"1368909";"6179071";"419525";"6175903";"3666";"3575";"13.7220891422246";"55.7336136117736"
"2336";"Östra Klagstorp";"Vemmenhög";"Trelleborg";"Skåne län";"Klagstorp";"Före 1886 (ändring enligt beslut den 17 april 1885) var namnet Klagstorps socken (Wikipedia).";"socken";"1967 - Klagstorps landskommun som uppgick 1967 i Trelleborgs stad (Wikipedia)";"Skåne";"parish";"";"Östra Klagstorp--Skåne";"6140513";"55.3998148804309";"55.4215843317451";"55.3759865067973";"13.3271898854177";"13.3862484111383";"395911";"13.3563449640885";"1344861";"6143839";"396009";"6140359";"2969";"2905";"13.3581146683489";"55.3982538052675"
"2337";"Östra Karaby";"Onsjö";"Eslöv";"Skåne län";"Östra Karleby";"";"socken";"1952 - Östra Karaby landskommun uppgick i Marieholms landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Karaby--Skåne";"6194552";"55.8832718220902";"55.9031287144737";"55.8684973957516";"13.1763604428126";"13.221275346352";"387407";"13.2000090874718";"1336982";"6198005";"387558";"6194810";"2212";"1951";"13.1994950984113";"55.880565179463"
"2338";"Östra Grevie";"Oxie";"Vellinge";"Skåne län";"Östra Grefvie";"";"socken";"1952 -  Östra Grevie landskommun uppgick i Månstorps landskommun (Wikipedia)";"Skåne";"parish";"medeltida";"Östra Grevie--Skåne";"6148359";"55.4671264886296";"55.4825231695817";"55.4506127141027";"13.1088447483844";"13.1764741431248";"381982";"13.1332002899283";"1331017";"6151851";"382514";"6148425";"2888";"2362";"13.1425383897443";"55.4736781262115"
"2339";"Örtofta";"Harjager";"Eslöv";"Skåne län";"";"";"socken";"1952 -  Örtofta landskommun uppgick i Harrie landskommun (Wikipedia)
1969 - Harrie landskommun uppgick i Eslövs stad (Wikipedia)";"Skåne";"parish";"medeltida";"Örtofta--Skåne";"6184676";"55.7951483657702";"55.8251769371139";"55.7754359153887";"13.2060722771786";"13.2878664935334";"389912";"13.244031555088";"1339373";"6188094";"390150";"6185072";"3343";"2945";"13.2470010329269";"55.7874730901194"
"2340";"Bäckaby";"Västra";"Vetlanda";"Jönköpings län";"";" ";"socken";"";"Småland";"parish";"medeltida";"Bäckaby--Småland";"6347793";"57.2731451684121";"57.3199530110959";"57.2360998870904";"14.8515764131941";"15.0438218709243";"497083";"14.951641306735";"1448507";"6350023";"496887";"6347059";"6443";"5971";"14.9478378077345";"57.2677632272138"
"2341";"Båraryd";"Västbo";"Gislaved";"Jönköpings län";"Gislaved";"Bråaryd socken och en del av Anderstorps socken ombildades till köpingen Gislaved genom kungligt brev 19/3 1948 och kungligt brev 28/8 1950. Den sålunda utökade Båraryds församling skall enligt kungligt brev 28/8 1950 benämnas Gislaved. (Lagerstedt, 1973)";"socken";"";"Småland";"parish";"medeltida";"Båraryd--Småland";"6356152";"57.339632357417";"57.4101077231986";"57.2384465039389";"13.4249608753903";"13.6041862888864";"411222";"13.525051211108";"1362709";"6359403";"413220";"6354403";"11266";"9710";"13.5256256579162";"57.3390576663203"
"2342";"Byarum";"Östbo";"Vaggeryd";"Jönköpings län";"";"Före 1876 hörde Byarums skate (3 mantal Bäck, Möllna och Nöthult) i civilt hänseende till Svenarums jordebokssocken (Wikipedia).

";"socken";"1951 - Genom kungligt brev 28/9 1951 utgör Byarums kommun med Vaggeryds municipalsamhälle Vaggeryds köping (Lagerstedt, 1973)";"Småland";"parish";"medeltida";"Byarum--Småland";"6378661";"57.5472845808015";"57.6444095684813";"57.4661219708548";"13.9589119103796";"14.2356918101974";"446326";"14.1032590944799";"1398096";"6381505";"445166";"6380225";"12184";"11487";"14.0926808905137";"57.5465971135998"
"2343";"Burseryd";"Västbo";"Gislaved";"Jönköpings län";"";"";"socken";"1908 - Kruvebo 1 1/2 i Villstads socken flyttades i alla avseenden till Burseryds socken genom kungligt brev 21/8 1908 (Lagerstedt, 1973)";"Småland";"parish";"medeltida";"Burseryd--Småland";"6342900";"57.2173647454094";"57.285618375103";"57.1423814671562";"13.1773337429149";"13.3737710817327";"395773";"13.2740990835654";"1347095";"6346328";"395526";"6342534";"8447";"8044";"13.2755524123238";"57.2332283727272"
"2344";"Bringetofta";"Västra";"Nässjö";"Jönköpings län";"";"";"socken";"1974 - I samband med en gränsjustering 1974 av kommungränsen mellan Nässjö kommun och Sävsjö kommun överfördes cirka en fjärdedel av församlingens yta, innehållande 138 invånare, till Sävsjö församling och församlingens nya area blev då 86,1 kvadratkilometer (Wikipedia).";"Småland";"parish";"medeltida";"Bringetofta--Småland";"6370635";"57.4777293681974";"57.5481095847338";"57.4121490201901";"14.4912897893542";"14.6852731863069";"475972";"14.5993076388292";"1427658";"6373124";"476254";"6370858";"8295";"7985";"14.5913153169442";"57.4823434154271"
"2345";"Bredestad";"Norra Vedbo";"Aneby";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Bredestad--Småland";"6409338";"57.825926728014";"57.8606855863606";"57.7957132672795";"14.7988357027593";"14.9471464739643";"492304";"14.8704428022934";"1444457";"6411648";"492836";"6409324";"5397";"4990";"14.8729910883618";"57.8367432234083"
"2346";"Bredaryd";"Västbo";"Värnamo";"Jönköpings län";"";"";"socken";"";"Småland";"parish";"medeltida";"Bredaryd--Småland";"6339220";"57.189622010137";"57.2494436132734";"57.1212159967979";"13.6404467338888";"13.8020976816344";"422564";"13.7187048178794";"1373855";"6342329";"421528";"6338764";"7660";"7380";"13.7205373365842";"57.1874125784627"
"2347";"Bottnaryd";"Mo";"Jönköping";"Jönköpings län";"";"Före 1895 tillhörde av socknen Oset och Mohemmet i Habo jordebokssocken, Sundsereds säteri, Norra Sundsered, Källekulla, Bönared, Stora Tolabo, Grytered, Kråmered och Gaståsen i Bjurbäcks jordebokssocken (Wikipedia). 
En del av socknen innefattande Tolabo och Försjö ligger i Västergötland.

";"socken";"1894 - Tolabo 1 hörde enligt jordeboken till Sandhems socken. Hemmanet flyttades i jordeboken till Bottnaryds socken genom kungligt brev 20/4 1894 (Lagerstedt, 1973)
1889 - En del av byn Falla, 1/4 hörde enligt jordeboken till Bottnaryds socken. Hemmanet flyttades i kyrkligt och kommunalt avseedne från Habo socken till Bottnaryds socken genom kungligt brev 22/2 1889 (Lagerstedt, 1973)";"Småland";"parish";"medeltida.
Omkring 1550 uppgick Nackebo och Älgaryds socken i denna socken. 1732 utbröts Bjurbäcks socken ur denna socken (Wikipedia).";"Bottnaryd--Småland";"6406064";"57.7914109688229";"57.8561923657659";"57.7183937106717";"13.7142958506486";"14.0212895476966";"431856";"13.8538041139656";"1383945";"6409093";"431643";"6404778";"11146";"10162";"13.8658103395876";"57.7663951350048"
