"id";"district";"alt_names";"comments";"province";"typeEng";"TYPenATIVE";"Latitude";"Longitude";"precision";"xmax";"xmin";"ymax";"ymin"
"18426";"Skallmeja";\N;"Härad: Skåning";"Västergötland";"parish";"socken";"58,38566";"13,21564";"7314";"13,33817";"13,17183";"58,41556";"58,35565"
"18427";"Skallsjö";\N;"Härad: Vättle";"Västergötland";"parish";"socken";"57,791";"12,40479";"9465";"12,48948";"12,31566";"57,87342";"57,72977"
"18428";"Skalunda";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,54758";"13,01204";"4960";"13,05473";"12,95249";"58,58138";"58,52663"
"18429";"Skara";\N;"Skara socken uppgick 1934 i Skara stad (Wikipedia). Härad: Skåning";"Västergötland";"parish";"socken";"58,38878";"13,44472";"4837";"13,52733";"13,37393";"58,42844";"58,35442"
"18430";"Skarstad";"Skarsta";"Härad: Barne";"Västergötland";"parish";"socken";"58,28674";"13,03483";"13652";"13,0757";"12,86123";"58,31586";"58,20286"
"18431";"Skeby";\N;"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,4922";"13,3004";"3073";"13,34106";"13,25291";"58,5054";"58,47488"
"18432";"Skephult";"Skepphult";"Härad: Mark";"Västergötland";"parish";"socken";"57,52388";"12,87447";"7923";"12,96614";"12,80719";"57,57536";"57,46401"
"18433";"Skepplanda";\N;"Härad: Ale";"Västergötland";"parish";"socken";"57,98968";"12,25082";"10386";"12,41881";"12,12263";"58,03439";"57,94543"
"18434";"Skogsbygden";"Nårska Skogsbygden, Norska Skogsbygden";"Socknen blev helt fristående först 1825 med egen jordebokssocken utbruten ur Nårunga socken (Wikipedia). Härad: Kulling";"Västergötland";"parish";"socken";"57,89291";"12,71306";"5223";"12,76918";"12,65314";"57,93482";"57,8564"
"18435";"Skånings-Åsaka";"Åsaka, Skånings Åsaka";"Härad: Skåning";"Västergötland";"parish";"socken";"58,42806";"13,4951";"5113";"13,5605";"13,40806";"58,46561";"58,38814"
"18436";"Skälvum";"Skalfvum, Skälfvum, Skjelfum";"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,4949";"13,4324";"3358";"13,4838";"13,38711";"58,514";"58,46961"
"18437";"Skärv";"Skärf, Skärfe";"Härad: Valle";"Västergötland";"parish";"socken";"58,40787";"13,58082";"9723";"13,63574";"13,52076";"58,43071";"58,32552"
"18438";"Skölvene";"Skölfvened, Skölvened, Skölfvene";"Härad: Gäsene";"Västergötland";"parish";"socken";"58,02784";"13,17189";"4180";"13,22344";"13,1052";"58,06189";"58,00786"
"18439";"Skörstorp";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,12317";"13,7168";"2762";"13,76365";"13,67993";"58,14405";"58,10498"
"18440";"Skövde";"Sköfde, Öm";"Skövde socken uppgick 1914 i Skövde stad (Wikipedia). Öms sockenuppgick 1952 i Skövde stad. Här räknas Öms socken som en del av Skövde stad";"Västergötland";"town/borough";"stad";"58,40131";"13,86442";"6631";"13,9468";"13,76288";"58,44983";"58,3585"
"18441";"Slädene";\N;"Härad: Viste";"Västergötland";"parish";"socken";"58,37308";"12,88466";"2790";"12,92294";"12,84535";"58,38889";"58,35407"
"18442";"Slöta";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,11396";"13,6246";"8583";"13,73916";"13,55235";"58,16421";"58,08469"
"18443";"Smula";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"58,05385";"13,58699";"13272";"13,63249";"13,53751";"58,06757";"57,93597"
"18444";"Solberga";\N;"Härad: Redväg";"Västergötland";"parish";"socken";"57,97477";"13,61229";"10676";"11,99057";"11,66894";"57,97881";"57,90284"
"18445";"Sparlösa";\N;"Härad: Viste";"Västergötland";"parish";"socken";"58,34141";"12,82958";"5215";"12,87128";"12,79077";"58,38748";"58,30089"
"18446";"Starrkärr";"Sterrkärr";"Härad: Ale";"Västergötland";"parish";"socken";"57,91556";"12,14065";"20698";"12,41881";"12,04314";"58,03774";"57,86358"
"18447";"Stenstorp";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,28584";"13,72975";"12188";"13,77307";"13,70037";"58,39431";"58,26228"
"18448";"Stenum";\N;"Härad: Valle";"Västergötland";"parish";"socken";"58,35414";"13,51523";"4152";"13,57229";"13,45803";"58,39078";"58,3262"
"18449";"Stora Lundby";"Lundby, St. Lundby";"Härad: Vättle";"Västergötland";"parish";"socken";"57,84938";"12,29201";"59501";"13,12151";"12,14603";"58,15157";"57,79478"
"18450";"Stora Mellby";"Mellby, St. Mellby, Genneved";"1867 införlivades Genneveds socken (Wikipedia). Härad: Bjärke. Här räknas Genneveds socken som en del av Stora Mellby socken.";"Västergötland";"parish";"socken";"58,16003";"12,59397";"7825";"12,70857";"12,46436";"58,198";"58,11991"
"18451";"Strängsered";"Strengsered";"Härad: Redväg";"Västergötland";"parish";"socken";"57,75281";"13,68318";"7965";"13,75388";"13,59707";"57,81707";"57,70574"
"18452";"Strö";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,60886";"13,07166";"5408";"13,1181";"13,01941";"58,65244";"58,56134"
"18453";"Styrsö";\N;"Styrsö socken bildades 1603 genom en utbrytning ur (Västra) Frölunda socken (Wikipedia). Härad: Askim";"Västergötland";"parish";"socken";"57,60385";"11,76498";"10845";"11,86142";"11,58264";"57,67498";"57,49971"
"18454";"Sunnersberg";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,57557";"13,14772";"6164";"13,19641";"13,08701";"58,62972";"58,5286"
"18455";"Suntak";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,13084";"13,86718";"2955";"13,90214";"13,82218";"58,15103";"58,10991"
"18456";"Surteby-Kattunga";"Surteby, Kattunga";"Jordebokssocknen bildades 1926 i Älvsborgs län då Surteby socken och Kattunga socken gick samman (Wikipedia). Härad: Mark. Här räknas Surteby och Katunnga socknar som delar av Surteby-Kattunga socken.";"Västergötland";"parish";"socken";"57,41797";"12,49498";"6085";"12,59499";"12,40512";"57,46137";"57,38637"
"18457";"Sveneby";"Svenneby";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,59987";"13,94505";"3438";"13,98311";"13,90356";"58,62822";"58,5702"
"18458";"Svenljunga";\N;"Härad: Kind. Svenljunga köping räknas här som en del av socknen.";"Västergötland";"parish";"socken";"57,48319";"13,10226";"5637";"13,17643";"13,0093";"57,51582";"57,45315"
"18459";"Sventorp";"Suntetorp, Svenstorp";"1890 införlivades Suntetorps socken (Wikipedia). Härad: Kåkind. Här räknas Suntetorps socken som en del av Sventorps socken.";"Västergötland";"parish";"socken";"58,42035";"14,00256";"5625";"14,08263";"13,91691";"58,45292";"58,38143"
"18460";"Synnerby";\N;"Härad: Skånings";"Västergötland";"parish";"socken";"58,38499";"13,29785";"4647";"13,37567";"13,23337";"58,41645";"58,3611"
"18461";"Särestad";\N;"1949 överfördes ett område (Noleby Länsmansgården 1:26-1:28) omfattande en areal av 0,07 km² från Särestads socken till Tängs socken (Wikipedia). Härad: Åse";"Västergötland";"parish";"socken";"58,38486";"12,73391";"13922";"12,78826";"12,49878";"58,41318";"58,35705"
"18462";"Säter";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,47031";"13,84145";"10919";"13,89734";"13,68275";"58,52831";"58,4388"
"18463";"Sätila";"Sättila";"Härad: Mark";"Västergötland";"parish";"socken";"57,56231";"12,39973";"12318";"12,60349";"12,27332";"57,63554";"57,47483"
"18464";"Sätuna";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,278";"13,56661";"21412";"13,76701";"13,53548";"58,43958";"58,25913"
"18465";"Sävare";"Säfwared, Säfware, Säfvare, Säfvared, Sävared";"Härad: Kinnefjärding";"Västergötland";"parish";"socken";"58,46695";"13,2581";"5182";"13,32803";"13,17923";"58,50414";"58,43154"
"18466";"Södra Björke";"Björke, S. Björke";"Härad: Gäsene";"Västergötland";"parish";"socken";"58,01888";"13,05901";"4421";"13,11145";"12,98623";"58,03323";"57,99841"
"18467";"Södra Fågelås";"Fågelås, Foglås, S. Fågelås";"Södra Fågelås landskommun bildades vid kommunreformen 1862 och övertog ansvaret, tillsammans med Norra Fågelås landskommun, för de borgerliga frågorna från Fågelås socken. 1889 bilades en egen jordebokssocken (Wikipedia). Härad: Kåkind";"Västergötland";"parish";"socken";"58,17453";"14,19438";"8029";"14,28724";"14,11016";"58,24179";"58,12834"
"18468";"Södra Härene";"Härene, S. Härene";"Härad: Kulling";"Västergötland";"parish";"socken";"58,09202";"12,80917";"6566";"12,90333";"12,69859";"58,1182";"58,06653"
"18469";"Södra Kedum";"Kedum, S. Kedum";"Härad: Barne";"Västergötland";"parish";"socken";"58,23285";"12,8497";"6697";"12,91816";"12,77908";"58,28334";"58,19502"
"18470";"Södra Kyrketorp";"Kyrketorp, S. Kyrketorp";"Härad: Gudhem";"Västergötland";"parish";"socken";"58,2412";"13,69544";"3605";"13,75233";"13,65471";"58,25696";"58,22719"
"18471";"Södra Lundby";"Lundby, S. Lundby";"Härad: Laske";"Västergötland";"parish";"socken";"58,19689";"13,0283";"9346";"13,12298";"12,96295";"58,21982";"58,12182"
"18472";"Södra Säm";"Säm, S. Säm";"Härad: Kind";"Västergötland";"parish";"socken";"57,66493";"13,39844";"6198";"13,43797";"13,36088";"57,71639";"57,61175"
"18473";"Södra Ving";"Ving, S. Ving, Wing, Södra Wing";"Härad: Ås";"Västergötland";"parish";"socken";"57,81507";"13,27102";"7106";"13,35498";"13,17631";"57,87028";"57,76877"
"18474";"Södra Vånga";"Vånga, S. Vånga";"Härad: Ås";"Västergötland";"parish";"socken";"57,94348";"13,34988";"2109";"13,38247";"13,31432";"57,95741";"57,92992"
"18475";"Södra Åsarp";"Åsarp, S. Åsarp";"Härad: Kind";"Västergötland";"parish";"socken";"57,55148";"13,37975";"4472";"13,42971";"13,34804";"57,57664";"57,51428"
"18476";"Söne";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,54993";"12,92729";"5926";"12,99995";"12,85302";"58,5863";"58,50924"
"18477";"Sörby";\N;"Härad: Vilske";"Västergötland";"parish";"socken";"58,14858";"13,36862";"4890";"13,41736";"13,29137";"58,18931";"58,13196"
"18478";"Tarsled";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,06462";"13,0022";"7547";"13,08384";"12,94551";"58,11679";"58,04331"
"18479";"Tengene";"Tengened";"Härad: Viste. Grästorps köping räknas här som ett eget Distrikt.";"Västergötland";"parish";"socken";"58,30395";"12,65836";"9994";"12,71269";"12,5267";"58,36125";"58,25592"
"18480";"Tiarp";"Flittorp";"Socknen införlivade under 1700-talet Flittorps socken (Wikipedia). Härad: Vartofta. Här räknas Flittorps socken som en del av Tiarps socken.";"Västergötland";"parish";"socken";"58,20552";"13,72637";"4238";"13,78039";"13,65834";"58,22781";"58,17248"
"18481";"Tibro";"Kyrkefalla, Kyrkofalla";"Tibro köping bildades 1947 genom en ombildning av Kyrkefalla landskommun där Tibro municipalsamhälle inrättats 20 oktober 1923 (Wikipedia).";"Västergötland";"town/borough";"köping";"58,40925";"14,1827";"8278";"14,31262";"14,05999";"58,45852";"58,35091"
"18482";"Tidaholm";\N;"Stadskommunen Tidaholms stad bildades 1910 genom en ombildning av Tidaholms köping, som 1895 brutits ut ur kommunerna Agnetorp och Baltak (Wikipedia).";"Västergötland";"town/borough";"stad";"58,18715";"13,94898";"4169";"13,98092";"13,90955";"58,2217";"58,1614"
"18483";"Tidavad";\N;"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,58052";"13,84754";"9188";"13,91264";"13,69561";"58,6062";"58,54366"
"18484";"Timmele";"Timmelhed, Timmelehed, Timmel";"Härad: Redväg";"Västergötland";"parish";"socken";"57,8548";"13,42145";"5772";"13,51803";"13,34748";"57,90284";"57,8157"
"18485";"Timmersdala";"Timmerdala";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,52952";"13,75068";"4651";"13,79679";"13,67185";"58,55018";"58,5111"
"18486";"Tived";\N;"Socknen bildades 1842 genom en utbrytning ur Undenäs socken (Wikipedia). Härad: Vadsbo";"Västergötland";"parish";"socken";"58,7732";"14,57595";"11489";"14,69135";"14,4701";"58,87633";"58,6769"
"18487";"Toarp";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,70598";"13,09471";"8433";"13,20256";"12,97696";"57,76181";"57,65901"
"18488";"Torbjörntorp";"Thorbjörntorp";"Härad: Gudhem";"Västergötland";"parish";"socken";"58,21286";"13,61746";"3210";"13,66055";"13,56333";"58,23539";"58,189"
"18489";"Torestorp";\N;"Härad: Mark";"Västergötland";"parish";"socken";"57,38357";"12,67842";"6666";"12,76951";"12,60328";"57,42951";"57,32986"
"18490";"Torsö";"Thorsö";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,80527";"13,73809";"20819";"13,95835";"13,33854";"59,05932";"58,71154"
"18491";"Tostared";\N;"Härad: Mark";"Västergötland";"parish";"socken";"57,47383";"12,38418";"4062";"12,43683";"12,32254";"57,50785";"57,44541"
"18492";"Tranemo";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,49344";"13,35013";"10864";"13,46692";"13,20174";"57,55889";"57,42547"
"18493";"Tranum";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,45285";"12,86849";"3064";"12,91595";"12,81829";"58,47364";"58,43246"
"18494";"Trollhättan";"Vassända-Naglum, Naglum";"Socknen bildades 1860 genom en utbrytning ur Gärdhems socken (Wikipedia). Trollhättans socken ombildades 1916 till Trollhättans stad (Wikipedia). Vassända-Naglums socken uppgick 1945 i Vänersborgs stad och Trollhättans stad (Wikipedia). Härad: Väne. Här räknas delar av Vassända-Naglums socken som en del av Trollhättans stad.";"Västergötland";"parish";"socken";"58,29204";"12,25214";"7186";"12,34823";"12,13457";"58,34061";"58,24528"
"18495";"Tråvad";"Tråva, Tråfvad, Trofvad";"Härad: Laske";"Västergötland";"parish";"socken";"58,25103";"13,09251";"14581";"13,15463";"13,02586";"58,28734";"58,12028"
"18496";"Trässberg";\N;"Härad: Skåning";"Västergötland";"parish";"socken";"58,4079";"13,0794";"7742";"13,1248";"13,02816";"58,43775";"58,34272"
"18497";"Trästena";"Trestena";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,65439";"14,0089";"5110";"14,09037";"13,9447";"58,6886";"58,61637"
"18498";"Trävattna";"Trevattna";"Härad: Vilske";"Västergötland";"parish";"socken";"58,16026";"13,26832";"3674";"13,31902";"13,22568";"58,19052";"58,13101"
"18499";"Trökörna";"Trökorna";"Härad: Viste";"Västergötland";"parish";"socken";"58,25893";"12,60999";"5567";"12,68008";"12,52846";"58,29944";"58,21858"
"18500";"Tumberg";\N;"Härad: Kulling";"Västergötland";"parish";"socken";"58,05407";"12,83184";"3027";"12,87026";"12,78145";"58,07809";"58,03169"
"18501";"Tun";"Thun";"Härad: Åse";"Västergötland";"parish";"socken";"58,44624";"12,71863";"15526";"12,81122";"12,50504";"58,49446";"58,36217"
"18502";"Tunge";\N;"Härad: Ale";"Västergötland";"parish";"socken";"58,09015";"12,17617";"5280";"12,2293";"12,1416";"58,13397";"58,04467"
"18503";"Tuve";"Tufve";"Härad: Östra Hising";"Västergötland";"parish";"socken";"57,75825";"11,91859";"3815";"11,9531";"11,88037";"57,78709";"57,72907"
"18504";"Tvärred";"Tverred, Tvered";"Härad: Kind";"Västergötland";"parish";"socken";"57,72789";"13,30718";"6707";"13,38838";"13,20639";"57,77312";"57,66769"
"18505";"Tådene";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,48703";"12,82457";"4676";"12,87911";"12,75999";"58,52554";"58,45138"
"18506";"Tämta";\N;"Härad: Veden";"Västergötland";"parish";"socken";"57,90011";"12,90594";"5663";"12,96671";"12,82461";"57,94698";"57,87185"
"18507";"Täng";\N;"1949 överfördes från Särestads socken till Tängs socken ett område (Noleby Länsmansgården 1:26-1:28) omfattande en areal av 0,07 km² (Wikipedia). Härad: Åse";"Västergötland";"parish";"socken";"58,40522";"12,81906";"18681";"12,85387";"12,51043";"58,43466";"58,36179"
"18508";"Tärby";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,82919";"13,09964";"4068";"13,1405";"13,05268";"57,8654";"57,80449"
"18509";"Töllsjö";"Töllesjö";"Härad: Bollebygd";"Västergötland";"parish";"socken";"57,79855";"12,65651";"9525";"12,76491";"12,52485";"57,86536";"57,73991"
"18510";"Töreboda";"Björkäng";"Töreboda köping bildades 1909 genom en utbrytning ur Björkängs landskommun (Wikipedia). Björkängs sockenuppgick 1939 i Töreboda köping (Wikipedia). Här räknas Björkängs socken som en del av Töreboda köping.";"Västergötland";"town/borough";"köping";"58,70709";"14,15683";"5976";"14,25905";"14,07574";"58,73999";"58,67581"
"18511";"Ugglum";\N;"Härad: Gudhem";"Västergötland";"parish";"socken";"58,23594";"13,49479";"4615";"13,5318";"13,4466";"58,2539";"58,1946"
"18512";"Ullasjö";\N;"Härad: Kind";"Västergötland";"parish";"socken";"57,51338";"13,18456";"6621";"13,27501";"13,07723";"57,54865";"57,47124"
"18513";"Ullene";"Ullened";"Härad: Vilske";"Västergötland";"parish";"socken";"58,18824";"13,33429";"4265";"13,38096";"13,2856";"58,22602";"58,15325"
"18514";"Ullervad";"Ullerva, Ullerfvad, Ullerfva";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,66581";"13,86372";"7034";"13,94212";"13,75509";"58,70628";"58,62368"
"18515";"Ulricehamn";"Brunn, Vist";"Brunns socken uppgick 1938 i Ulricehamns stad, Vists socken uppgick 1938 i Ulricehamns stad. Här räknas Brunns socken och Vists socken som delar av Ulricehamns stad.";"Västergötland";"town/borough";"stad";"57,79691";"13,39156";"5665";"13,4707";"13,3039";"57,83847";"57,75981"
"18516";"Undenäs";\N;"I perioder före 1826 var Skagens församling utbruten ur denna socken. 1842 utbröts Tiveds socken (Wikipedia). Härad: Vadsbo";"Västergötland";"parish";"socken";"58,65221";"14,49554";"16462";"14,73949";"14,24976";"58,79486";"58,54134"
"18517";"Upphärad";\N;"Härad: Flundre";"Västergötland";"parish";"socken";"58,15526";"12,31326";"6159";"12,3924";"12,22418";"58,20584";"58,11547"
"18518";"Utby";\N;"Härad: Vadsbro";"Västergötland";"parish";"socken";"58,64967";"13,921";"13510";"13,96963";"13,74225";"58,68419";"58,56631"
"18519";"Utvängstorp";\N;"Härad: Vartofta";"Västergötland";"parish";"socken";"58,01693";"13,90059";"4429";"13,96268";"13,84376";"58,05096";"57,97982"
"18520";"Uvered";\N;"Härad: Kålland";"Västergötland";"parish";"socken";"58,34417";"12,99948";"18063";"13,04439";"12,85565";"58,37887";"58,19966"
"18521";"Vad";"Hvad";"Härad: Vadsbo";"Västergötland";"parish";"socken";"58,58164";"13,9991";"12393";"14,13231";"13,96008";"58,5961";"58,48795"
"18522";"Valstad";"Hvalstad, Hvalsta, Valsta";"Härad: Vartofta";"Västergötland";"parish";"socken";"58,10655";"13,82228";"4058";"13,88714";"13,76695";"58,14122";"58,073"
"18523";"Valtorp";"Hvaltorp";"Härad: Gudhem";"Västergötland";"parish";"socken";"58,2325";"13,66025";"3206";"13,68334";"13,59797";"58,24791";"58,19814"
"18524";"Vara";"Wara";"Vara köping bildades 1894 (Wikipedia). Härad: Barne. Här räknas köpingen som en del av socknen.";"Västergötland";"parish";"socken";"58,26832";"12,94918";"9630";"12,98913";"12,85488";"58,28694";"58,19666"
"18525";"Varnhem";"Skarke, Warnhem";"Namnet var före 1937 Skarke socken (Wikipedia). Härad: Valle";"Västergötland";"parish";"socken";"58,39649";"13,69543";"4835";"13,76377";"13,62643";"58,42825";"58,37006"
"18526";"Varnum";\N;"Härad: Ås";"Västergötland";"parish";"socken";"57,82804";"13,16713";"3849";"13,20289";"13,12095";"57,85571";"57,79433"
